20005,90264439,0,148518003,1.6453656018401666,451.20939265183705
30012,135309721,0,219717339,1.6238104503962432,450.8520658403305
40013,180359815,0,290873304,1.6127389795781284,450.75304276110273
50014,225178300,0,362026900,1.6077344042476562,450.23053545007394
60015,265654021,0,433179537,1.6306153973103235,442.6460401566275
70022,309642345,0,504379404,1.628909650584128,442.20722772842817
80027,353529213,0,575567683,1.6280625810687956,441.7624214327664
90035,397452209,0,646767642,1.6272840541691391,441.4418948186816
100040,441401975,0,717957187,1.6265382296941466,441.2254848060776
110042,485963763,0,789114477,1.6238134138409,441.61662183529927
120042,530888762,0,860268121,1.6204300836189107,442.25251578614154
130043,575366543,0,931421935,1.6188322841010239,442.4433018309329
140045,619226547,0,1002581468,1.6190867023664604,442.1625527509015
